model,params,confusion,accuracy,precision,recall,f1,roc_auc
"DecisionTreeClassifier(ccp_alpha=0.0001, max_depth=2,                       min_impurity_decrease=0.0001)","{'ccp_alpha': 0.0001, 'class_weight': None, 'criterion': 'gini', 'max_depth': 2, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0001, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",[[42679 29005] [ 862  3184]],0.6056120427835732,0.0989157786821585,0.786950074147306,0.1757416862149855,0.7189600800685538
"DecisionTreeClassifier(ccp_alpha=0.0002, max_depth=2,                       min_impurity_decrease=0.0001)","{'ccp_alpha': 0.0002, 'class_weight': None, 'criterion': 'gini', 'max_depth': 2, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0001, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",[[42679 29005] [ 862  3184]],0.6056120427835732,0.0989157786821585,0.786950074147306,0.1757416862149855,0.7189600800685538
"DecisionTreeClassifier(ccp_alpha=0.0004, max_depth=2,                       min_impurity_decrease=0.0001)","{'ccp_alpha': 0.0004, 'class_weight': None, 'criterion': 'gini', 'max_depth': 2, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0001, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",[[42679 29005] [ 862  3184]],0.6056120427835732,0.0989157786821585,0.786950074147306,0.1757416862149855,0.7189600800685538
"DecisionTreeClassifier(ccp_alpha=0.0006, max_depth=2,                       min_impurity_decrease=0.0001)","{'ccp_alpha': 0.0006, 'class_weight': None, 'criterion': 'gini', 'max_depth': 2, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0001, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",[[42679 29005] [ 862  3184]],0.6056120427835732,0.0989157786821585,0.786950074147306,0.1757416862149855,0.7189600800685538
"DecisionTreeClassifier(ccp_alpha=0.0008, max_depth=2,                       min_impurity_decrease=0.0001)","{'ccp_alpha': 0.0008, 'class_weight': None, 'criterion': 'gini', 'max_depth': 2, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0001, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",[[42679 29005] [ 862  3184]],0.6056120427835732,0.0989157786821585,0.786950074147306,0.1757416862149855,0.7189600800685538
"DecisionTreeClassifier(ccp_alpha=0.001, max_depth=2,                       min_impurity_decrease=0.0001)","{'ccp_alpha': 0.001, 'class_weight': None, 'criterion': 'gini', 'max_depth': 2, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0001, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",[[42679 29005] [ 862  3184]],0.6056120427835732,0.0989157786821585,0.786950074147306,0.1757416862149855,0.7189600800685538
"DecisionTreeClassifier(ccp_alpha=0.0001, max_depth=2,                       min_impurity_decrease=0.0002)","{'ccp_alpha': 0.0001, 'class_weight': None, 'criterion': 'gini', 'max_depth': 2, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0002, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",[[42679 29005] [ 862  3184]],0.6056120427835732,0.0989157786821585,0.786950074147306,0.1757416862149855,0.7189600800685538
"DecisionTreeClassifier(ccp_alpha=0.0002, max_depth=2,                       min_impurity_decrease=0.0002)","{'ccp_alpha': 0.0002, 'class_weight': None, 'criterion': 'gini', 'max_depth': 2, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0002, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",[[42679 29005] [ 862  3184]],0.6056120427835732,0.0989157786821585,0.786950074147306,0.1757416862149855,0.7189600800685538
"DecisionTreeClassifier(ccp_alpha=0.0004, max_depth=2,                       min_impurity_decrease=0.0002)","{'ccp_alpha': 0.0004, 'class_weight': None, 'criterion': 'gini', 'max_depth': 2, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0002, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",[[42679 29005] [ 862  3184]],0.6056120427835732,0.0989157786821585,0.786950074147306,0.1757416862149855,0.7189600800685538
"DecisionTreeClassifier(ccp_alpha=0.0006, max_depth=2,                       min_impurity_decrease=0.0002)","{'ccp_alpha': 0.0006, 'class_weight': None, 'criterion': 'gini', 'max_depth': 2, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0002, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",[[42679 29005] [ 862  3184]],0.6056120427835732,0.0989157786821585,0.786950074147306,0.1757416862149855,0.7189600800685538
"DecisionTreeClassifier(ccp_alpha=0.0008, max_depth=2,                       min_impurity_decrease=0.0002)","{'ccp_alpha': 0.0008, 'class_weight': None, 'criterion': 'gini', 'max_depth': 2, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0002, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",[[42679 29005] [ 862  3184]],0.6056120427835732,0.0989157786821585,0.786950074147306,0.1757416862149855,0.7189600800685538
"DecisionTreeClassifier(ccp_alpha=0.001, max_depth=2,                       min_impurity_decrease=0.0002)","{'ccp_alpha': 0.001, 'class_weight': None, 'criterion': 'gini', 'max_depth': 2, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0002, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",[[42679 29005] [ 862  3184]],0.6056120427835732,0.0989157786821585,0.786950074147306,0.1757416862149855,0.7189600800685538
"DecisionTreeClassifier(ccp_alpha=0.0001, max_depth=2,                       min_impurity_decrease=0.0004)","{'ccp_alpha': 0.0001, 'class_weight': None, 'criterion': 'gini', 'max_depth': 2, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0004, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",[[42679 29005] [ 862  3184]],0.6056120427835732,0.0989157786821585,0.786950074147306,0.1757416862149855,0.7189600800685538
"DecisionTreeClassifier(ccp_alpha=0.0002, max_depth=2,                       min_impurity_decrease=0.0004)","{'ccp_alpha': 0.0002, 'class_weight': None, 'criterion': 'gini', 'max_depth': 2, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0004, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",[[42679 29005] [ 862  3184]],0.6056120427835732,0.0989157786821585,0.786950074147306,0.1757416862149855,0.7189600800685538
"DecisionTreeClassifier(ccp_alpha=0.0004, max_depth=2,                       min_impurity_decrease=0.0004)","{'ccp_alpha': 0.0004, 'class_weight': None, 'criterion': 'gini', 'max_depth': 2, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0004, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",[[42679 29005] [ 862  3184]],0.6056120427835732,0.0989157786821585,0.786950074147306,0.1757416862149855,0.7189600800685538
"DecisionTreeClassifier(ccp_alpha=0.0006, max_depth=2,                       min_impurity_decrease=0.0004)","{'ccp_alpha': 0.0006, 'class_weight': None, 'criterion': 'gini', 'max_depth': 2, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0004, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",[[42679 29005] [ 862  3184]],0.6056120427835732,0.0989157786821585,0.786950074147306,0.1757416862149855,0.7189600800685538
